u	e	y
0.687622983323	0.185647745317	0.873270728640
0.523451617322	-0.126909649398	0.396541967924
0.219726796130	0.054189206716	0.273916002847
-0.298120288685	-0.280918836808	-0.579039125493
0.983726676700	0.356469041597	1.340195718300
0.843090426420	0.073902073397	0.916992499817
1.892931403010	0.226953491025	2.119884894040
-0.144987068648	0.070437478676	-0.074549589971
1.015190619310	0.013010820896	1.028201440210
-0.081640145063	-0.189804481102	-0.271444626165
0.105504130477	0.141877022311	0.247381152787
1.152662608730	0.137689290917	1.290351899640
-0.273826442194	-0.126326300429	-0.400152742623
0.503175387666	-0.168377613406	0.334797774260
0.707720475140	-0.059716098259	0.648004376881
0.546199058184	0.223950087870	0.770149146054
1.990178831610	-0.046700412446	1.943478419160
0.100859122094	0.100807900574	0.201667022668
-0.131778469137	-0.203750145557	-0.335528614694
1.417519402420	0.020142422939	1.437661825360
1.028314453880	0.141585479206	1.169899933090
0.694549711282	0.047094704521	0.741644415802
0.115238472765	-0.170725983534	-0.055487510769
0.358121152449	0.152032906709	0.510154059158
0.051150188297	-0.217210602752	-0.166060414455
