x1	x2
0.170584369249	0.698826793143
-0.191670624203	0.824045661056
-0.592394689905	-0.718438227349
-0.705269367939	-0.123514380306
0.061214158158	0.958526138024
0.519008071393	0.296552533222
0.714269443124	-0.882637500038
-0.666982440114	-0.403615901350
0.126726955794	-0.934094327110
-0.107994537286	-0.121487938478
-0.597022498705	-0.634581756099
0.243425966831	0.922876979486
-0.627004577184	-0.167678070893
0.367448279183	-0.097093179964
0.479088777764	0.153433871044
-0.006059545686	-0.743116334398
0.840122854317	0.802350458275
-0.199240163680	0.511057953182
-0.585723195748	-0.404391006173
0.865656483764	-0.156624838987
0.580979473807	-0.401074117264
0.241524484031	-0.629571263778
-0.608307161126	0.643625661260
-0.737347188557	-0.822238111494
-0.056929129426	-0.323795673345
